Gene ID	Ensembl Gene ID	Gene Symbol	
7535	ENSG00000115085	ZAP70	
1234	ENSG00000160791	CCR5	
3111	ENSG00000232957; ENSG00000231558; ENSG00000232962; ENSG00000230141; ENSG00000235744; ENSG00000206292; ENSG00000204252	HLA-DOA	
11146	ENSG00000174842	GLMN	
3133	ENSG00000206493; ENSG00000225201; ENSG00000233904; ENSG00000204592; ENSG00000236632; ENSG00000229252; ENSG00000230254	HLA-E	
10333	ENSG00000174130	TLR6	
973	ENSG00000105369	CD79A	
1991	ENSG00000277571; ENSG00000197561	ELANE	
6688	ENSG00000066336	SPI1	
924	ENSG00000173762	CD7	
3112	ENSG00000243612; ENSG00000241106; ENSG00000243496; ENSG00000241910; ENSG00000241386; ENSG00000239457	HLA-DOB	
925	ENSG00000153563	CD8A	
3589	ENSG00000095752	IL11	
8661	ENSG00000107581	EIF3A	
27240	ENSG00000137078	SIT1	
9734	ENSG00000048052	HDAC9	
9607	ENSG00000164326	CARTPT	
50852	ENSG00000163519	TRAT1	
322	ENSG00000166313	APBB1	
6223	ENSG00000105372	RPS19	
3848	ENSG00000167768	KRT1	
729230	ENSG00000121807	CCR2	
3603	ENSG00000172349	IL16	
3683	ENSG00000005844	ITGAL	
3824	ENSG00000134539	KLRD1	
3702	ENSG00000113263	ITK	
9437	ENSG00000278025; ENSG00000277629; ENSG00000284208; ENSG00000277442; ENSG00000275521; ENSG00000275637; ENSG00000276450; ENSG00000278362; ENSG00000189430; ENSG00000274053; ENSG00000275822; ENSG00000284113; ENSG00000273535; ENSG00000275156; ENSG00000273916; ENSG00000277334; ENSG00000277824; ENSG00000273506	NCR1	
11184	ENSG00000282928; ENSG00000104814	MAP4K1	
6363	ENSG00000172724	CCL19	
6170	ENSG00000198918	RPL39	
926	ENSG00000172116	CD8B	
2000	ENSG00000102034	ELF4	
9450	ENSG00000112799	LY86	
2213	ENSG00000072694	FCGR2B	
5582	ENSG00000126583	PRKCG	
6203	ENSG00000278081; ENSG00000274646; ENSG00000275323; ENSG00000170889; ENSG00000274626; ENSG00000278270; ENSG00000274950; ENSG00000277359; ENSG00000277079; ENSG00000274005	RPS9	
4528	ENSG00000085760	MTIF2	
16	ENSG00000090861	AARS1	
10225	ENSG00000153283	CD96	
1445	ENSG00000103653	CSK	
6356	ENSG00000172156	CCL11	
10261	ENSG00000283934; ENSG00000140749	IGSF6	
1615	ENSG00000115866	DARS1	
2833	ENSG00000186810	CXCR3	
4689	ENSG00000275990; ENSG00000100365	NCF4	
7321	ENSG00000072401	UBE2D1	
8560	ENSG00000143753	DEGS1	
3551	ENSG00000104365	IKBKB	
9655	ENSG00000171150	SOCS5	
6891	ENSG00000206235; ENSG00000237599; ENSG00000225967; ENSG00000204267; ENSG00000206299; ENSG00000228582; ENSG00000232326; ENSG00000223481	TAP2	
8672	ENSG00000075151	EIF4G3	
2268	ENSG00000000938	FGR	
11222	ENSG00000114686	MRPL3	
1984	ENSG00000132507	EIF5A	
6189	ENSG00000145425	RPS3A	
2589	ENSG00000141429	GALNT1	
6357	ENSG00000181374	CCL13	
6123	ENSG00000140986	RPL3L	
4065	ENSG00000054219	LY75	
4843	ENSG00000007171	NOS2	
6133	ENSG00000163682	RPL9	
3578	ENSG00000145839	IL9	
9466	ENSG00000104998	IL27RA	
8444	ENSG00000143479	DYRK3	
5161	ENSG00000163114	PDHA2	
23617	ENSG00000206203	TSSK2	
7141	ENSG00000118245	TNP1	
11055	ENSG00000042813	ZPBP	
64180	ENSG00000141096	DPEP3	
2515	ENSG00000276286; ENSG00000104755	ADAM2	
10880	ENSG00000148156	ACTL7B	
7278	ENSG00000198033	TUBA3C	
29118	ENSG00000109832	DDX25	
5620	ENSG00000122304	PRM2	
6954	ENSG00000124678	TCP11	
9063	ENSG00000078043	PIAS2	
56903	ENSG00000218823	PAPOLB	
51686	ENSG00000143450	OAZ3	
51533	ENSG00000010318	PHF7	
4956	ENSG00000155087	ODF1	
84519	ENSG00000111644	ACRBP	
51087	ENSG00000006047	YBX2	
1459	ENSG00000070770	CSNK2A2	
84779	ENSG00000156269	NAA11	
7288	ENSG00000104804	TULP2	
132612	ENSG00000164113	ADAD1	
6847	ENSG00000198765	SYCP1	
54514	ENSG00000152670	DDX4	
4291	ENSG00000178053	MLF1	
27285	ENSG00000092850	TEKT2	
54558	ENSG00000132122	SPATA6	
5232	ENSG00000170950	PGK2	
56	ENSG00000134940	ACRV1	
81570	ENSG00000162129	CLPB	
7180	ENSG00000124490	CRISP2	
79696	ENSG00000119703	ZC2HC1C	
8852	ENSG00000147081	AKAP4	
10693	ENSG00000132141	CCT6B	
135138	ENSG00000112530	PACRG	
83445	ENSG00000111305	GSG1	
51298	ENSG00000105549	THEG	
10047	ENSG00000125815	CST8	
1630	ENSG00000187323	DCC	
3305	ENSG00000226704; ENSG00000236251; ENSG00000234258; ENSG00000206383; ENSG00000204390	HSPA1L	
165721	ENSG00000179407	DNAJB8	
3598	ENSG00000123496	IL13RA2	
79882	ENSG00000100722	ZC3H14	
8161	ENSG00000121058	COIL	
5261	ENSG00000156873	PHKG2	
116832	ENSG00000163923	RPL39L	
54760	ENSG00000115257	PCSK4	
8028	ENSG00000078403	MLLT10	
419	ENSG00000156219	ART3	
4867	ENSG00000144061	NPHP1	
1047	ENSG00000153132	CLGN	
23139	ENSG00000086015	MAST2	
2475	ENSG00000198793	MTOR	
148066	ENSG00000105428	ZNRF4	
3267	ENSG00000173744	AGFG1	
9892	ENSG00000065609	SNAP91	
55743	ENSG00000072609	CHFR	
7142	ENSG00000178279	TNP2	
673	ENSG00000157764	BRAF	
5443	ENSG00000115138	POMC	
8100	ENSG00000032742	IFT88	
3010	ENSG00000187475	H1-6	
64395	ENSG00000087338	GMCL1	
4543	ENSG00000168412	MTNR1A	
11144	ENSG00000100206	DMC1	
23397	ENSG00000121152	NCAPH	
5037	ENSG00000089220	PEBP1	
1132	ENSG00000180720	CHRM4	
11073	ENSG00000163781	TOPBP1	
6447	ENSG00000281931; ENSG00000277614; ENSG00000166922	SCG5	
5414	ENSG00000108387	SEPTIN4	
9489	ENSG00000087157	PGS1	
4889	ENSG00000164129	NPY5R	
7247	ENSG00000211460	TSN	
7137	ENSG00000129991	TNNI3	
27344	ENSG00000102109	PCSK1N	
11318	ENSG00000166856	GPR182	
5884	ENSG00000276618; ENSG00000152942	RAD17	
7091	ENSG00000106829	TLE4	
1636	ENSG00000159640	ACE	
23411	ENSG00000096717	SIRT1	
3361	ENSG00000157219	HTR5A	
157807	ENSG00000177182	CLVS1	
254263	ENSG00000174871	CNIH2	
2918	ENSG00000179603	GRM8	
55342	ENSG00000165209	STRBP	
116	ENSG00000141433	ADCYAP1	
246	ENSG00000161905	ALOX15	
4225	ENSG00000141434	MEP1B	
2672	ENSG00000162676	GFI1	
83401	ENSG00000119915	ELOVL3	
3595	ENSG00000081985	IL12RB2	
1761	ENSG00000137090	DMRT1	
1080	ENSG00000001626	CFTR	
9807	ENSG00000176095	IP6K1	
3211	ENSG00000120094	HOXB1	
10253	ENSG00000136158	SPRY2	
2119	ENSG00000244405	ETV5	
5473	ENSG00000163736	PPBP	
2556	ENSG00000011677	GABRA3	
2254	ENSG00000102678	FGF9	
10103	ENSG00000117472	TSPAN1	
101	ENSG00000151651	ADAM8	
6590	ENSG00000124107	SLPI	
5593	ENSG00000138669	PRKG2	
25907	ENSG00000249992	TMEM158	
639	ENSG00000057657	PRDM1	
2591	ENSG00000115339	GALNT3	
7476	ENSG00000154764	WNT7A	
2115	ENSG00000006468	ETV1	
50856	ENSG00000111729	CLEC4A	
7102	ENSG00000156298	TSPAN7	
9358	ENSG00000198542	ITGBL1	
81602	ENSG00000102543	CDADC1	
3800	ENSG00000168280; ENSG00000276734	KIF5C	
28951	ENSG00000071575	TRIB2	
10806	ENSG00000054282; ENSG00000276111	SDCCAG8	
3080	ENSG00000080910	CFHR2	
8854	ENSG00000128918	ALDH1A2	
9949	ENSG00000101935	AMMECR1	
163590	ENSG00000169905	TOR1AIP2	
25960	ENSG00000020181	ADGRA2	
7805	ENSG00000162511	LAPTM5	
951	ENSG00000104894	CD37	
51193	ENSG00000121864	ZNF639	
23643	ENSG00000154589	LY96	
2324	ENSG00000037280	FLT4	
10418	ENSG00000262655	SPON1	
26499	ENSG00000100558	PLEK2	
3481	ENSG00000284779; ENSG00000167244	IGF2	
6616	ENSG00000132639	SNAP25	
51311	ENSG00000101916	TLR8	
55273	ENSG00000166292	TMEM100	
10912	ENSG00000130222	GADD45G	
57332	ENSG00000141570	CBX8	
58155	ENSG00000117569	PTBP2	
4674	ENSG00000186462	NAP1L2	
55107	ENSG00000131620	ANO1	
8808	ENSG00000115598	IL1RL2	
83734	ENSG00000152348	ATG10	
5178	ENSG00000198300	PEG3	
685	ENSG00000174808	BTC	
5801	ENSG00000153233	PTPRR	
23531	ENSG00000108960	MMD	
80380	ENSG00000197646	PDCD1LG2	
3018	ENSG00000276410	H2BC3	
3237	ENSG00000128713	HOXD11	
11199	ENSG00000109511	ANXA10	
54893	ENSG00000166912	MTMR10	
7462	ENSG00000086730	LAT2	
5649	ENSG00000189056	RELN	
3783	ENSG00000104783	KCNN4	
55365	ENSG00000002933	TMEM176A	
90865	ENSG00000137033	IL33	
9935	ENSG00000204103	MAFB	
3936	ENSG00000136167	LCP1	
219333	ENSG00000152484	USP12	
10083	ENSG00000006611	USH1C	
22903	ENSG00000132640	BTBD3	
23268	ENSG00000107554	DNMBP	
51012	ENSG00000101166	PRELID3B	
2048	ENSG00000133216	EPHB2	
26272	ENSG00000151876	FBXO4	
84869	ENSG00000145439	CBR4	
51704	ENSG00000167191	GPRC5B	
7851	ENSG00000144063	MALL	
6801	ENSG00000115808	STRN	
6480	ENSG00000073849	ST6GAL1	
5284	ENSG00000162896	PIGR	
2162	ENSG00000124491	F13A1	
64123	ENSG00000162618	ADGRL4	
11179	ENSG00000198839	ZNF277	
23136	ENSG00000082397	EPB41L3	
83483	ENSG00000130300	PLVAP	
23080	ENSG00000105778	AVL9	
27299	ENSG00000134028	ADAMDEC1	
80201	ENSG00000156510	HKDC1	
5936	ENSG00000173933	RBM4	
2791	ENSG00000127920	GNG11	
79810	ENSG00000049883	PTCD2	
10320	ENSG00000185811	IKZF1	
55339	ENSG00000136709	WDR33	
4613	ENSG00000134323	MYCN	
54462	ENSG00000107771	CCSER2	
7813	ENSG00000067208	EVI5	
10457	ENSG00000136235	GPNMB	
7166	ENSG00000129167	TPH1	
1014	ENSG00000166589	CDH16	
6712	ENSG00000173898	SPTBN2	
5158	ENSG00000133256	PDE6B	
54847	ENSG00000072858	SIDT1	
4908	ENSG00000185652	NTF3	
6336	ENSG00000185313	SCN10A	
50832	ENSG00000127364	TAS2R4	
1838	ENSG00000138101	DTNB	
3352	ENSG00000179546	HTR1D	
23031	ENSG00000099308	MAST3	
6531	ENSG00000142319; ENSG00000276996	SLC6A3	
7051	ENSG00000285348; ENSG00000092295	TGM1	
29930	ENSG00000171815	PCDHB1	
7068	ENSG00000151090	THRB	
29799	ENSG00000100027	YPEL1	
6262	ENSG00000198626	RYR2	
2668	ENSG00000168621	GDNF	
57118	ENSG00000183049	CAMK1D	
258	ENSG00000178522	AMBN	
51156	ENSG00000278767; ENSG00000140093	SERPINA10	
242	ENSG00000179477	ALOX12B	
797	ENSG00000175868	CALCB	
55277	ENSG00000172456	FGGY	
6707	ENSG00000163209	SPRR3	
80761	-	-	
5625	ENSG00000100033	PRODH	
2842	ENSG00000183150	GPR19	
55315	ENSG00000198246	SLC29A3	
55890	ENSG00000170412	GPRC5C	
727	ENSG00000106804	C5	
10913	ENSG00000135960	EDAR	
3779	ENSG00000145936	KCNMB1	
10734	ENSG00000066923	STAG3	
3851	ENSG00000170477	KRT4	
79085	ENSG00000125648	SLC25A23	
10022	ENSG00000172410	INSL5	
8085	ENSG00000167548	KMT2D	
676	ENSG00000137948	BRDT	
3780	ENSG00000105642	KCNN1	
5626	ENSG00000175325; ENSG00000280635; ENSG00000274382	PROP1	
3963	ENSG00000178934; ENSG00000283082; ENSG00000282902; ENSG00000205076	LGALS7	
5164	ENSG00000005882	PDK2	
6620	ENSG00000074317	SNCB	
5540	ENSG00000204174	NPY4R	
65989	ENSG00000171462	DLK2	
51384	ENSG00000002745	WNT16	
11254	ENSG00000268104	SLC6A14	
26548	ENSG00000147166	ITGB1BP2	
6559	ENSG00000070915	SLC12A3	
1360	ENSG00000153002	CPB1	
79917	ENSG00000269313	MAGIX	
398	ENSG00000242173	ARHGDIG	
51806	ENSG00000178372	CALML5	
4524	ENSG00000177000	MTHFR	
8647	ENSG00000276582; ENSG00000073734	ABCB11	
9499	ENSG00000120729	MYOT	
5650	ENSG00000169035	KLK7	
55258	ENSG00000144115	THNSL2	
2813	ENSG00000169347	GP2	
50489	ENSG00000116031	CD207	
1237	ENSG00000179934	CCR8	
5071	ENSG00000185345	PRKN	
1358	ENSG00000158516	CPA2	
10991	ENSG00000188338	SLC38A3	
3785	ENSG00000075043; ENSG00000281151	KCNQ2	
3699	ENSG00000162267	ITIH3	
4439	ENSG00000235222; ENSG00000230293; ENSG00000237333; ENSG00000230961; ENSG00000235569; ENSG00000233345; ENSG00000227314; ENSG00000204410	MSH5	
56154	ENSG00000133863	TEX15	
1208	ENSG00000137392	CLPS	
57089	ENSG00000198018	ENTPD7	
9746	ENSG00000139182	CLSTN3	
1585	ENSG00000179142	CYP11B2	
10686	ENSG00000113946	CLDN16	
6927	ENSG00000135100	HNF1A	
5020	ENSG00000101405	OXT	
3750	ENSG00000102057	KCND1	
55506	ENSG00000099284	MACROH2A2	
83714	ENSG00000053702	NRIP2	
8786	ENSG00000076344	RGS11	
22849	ENSG00000107864	CPEB3	
7038	ENSG00000042832	TG	
5795	ENSG00000149177	PTPRJ	
55190	ENSG00000196368	NUDT11	
2488	ENSG00000131808	FSHB	
7032	ENSG00000160181	TFF2	
6754	ENSG00000132671	SSTR4	
51226	ENSG00000005243	COPZ2	
5133	ENSG00000188389; ENSG00000276977	PDCD1	
9194	ENSG00000118596	SLC16A7	
9992	ENSG00000159197	KCNE2	
54842	ENSG00000151690	MFSD6	
55220	ENSG00000162873	KLHDC8A	
3567	ENSG00000113525	IL5	
4868	ENSG00000161270	NPHS1	
29903	ENSG00000173581	CCDC106	
5077	ENSG00000135903	PAX3	
7441	ENSG00000169575	VPREB1	
7252	ENSG00000134200	TSHB	
778	ENSG00000102001	CACNA1F	
57016	ENSG00000198074	AKR1B10	
9127	ENSG00000099957	P2RX6	
5078	ENSG00000106331	PAX4	
2827	ENSG00000181773	GPR3	
2895	ENSG00000152208	GRID2	
8115	ENSG00000100721	TCL1A	
5324	ENSG00000181690	PLAG1	
8471	ENSG00000260548; ENSG00000133124	IRS4	
2044	ENSG00000145242	EPHA5	
6663	ENSG00000100146	SOX10	
56848	ENSG00000063176	SPHK2	
10753	ENSG00000135773	CAPN9	
83439	ENSG00000152284	TCF7L1	
23676	ENSG00000091482	SMPX	
5409	ENSG00000141744	PNMT	
2649	ENSG00000148200	NR6A1	
152	ENSG00000184160	ADRA2C	
3351	ENSG00000135312	HTR1B	
8823	ENSG00000196468	FGF16	
57451	ENSG00000145934	TENM2	
54901	ENSG00000145996	CDKAL1	
26150	ENSG00000128408	RIBC2	
58157	ENSG00000165553	NGB	
140460	ENSG00000183475	ASB7	
51168	ENSG00000091536	MYO15A	
6528	ENSG00000105641	SLC5A5	
3852	ENSG00000186081	KRT5	
7771	ENSG00000062370	ZNF112	
7021	ENSG00000008196	TFAP2B	
55610	ENSG00000004766	VPS50	
495	ENSG00000105675	ATP4A	
10777	ENSG00000172995	ARPP21	
3195	ENSG00000107807	TLX1	
80303	ENSG00000115468	EFHD1	
5030	ENSG00000186912	P2RY4	
5080	ENSG00000007372	PAX6	
4760	ENSG00000162992	NEUROD1	
3670	ENSG00000016082	ISL1	
4821	ENSG00000125820	NKX2-2	
5122	ENSG00000175426	PCSK1	
6514	ENSG00000163581	SLC2A2	
1641	ENSG00000077279	DCX	
3170	ENSG00000125798	FOXA2	
3630	ENSG00000254647	INS	
3651	ENSG00000139515	PDX1	
3375	ENSG00000121351	IAPP	
6726	ENSG00000143742	SRP9	
50674	ENSG00000122859	NEUROG3	
2308	ENSG00000150907	FOXO1	
2641	ENSG00000115263	GCG	
57586	ENSG00000019505	SYT13	
10590	ENSG00000079689	SCGN	
6812	ENSG00000136854	STXBP1	
1113	ENSG00000276781; ENSG00000100604	CHGA	
5126	ENSG00000125851	PCSK2	
3642	ENSG00000173404	INSM1	
6750	ENSG00000157005	SST	
26610	ENSG00000109911	ELP4	
5063	ENSG00000077264	PAK3	
57818	ENSG00000278373; ENSG00000152254	G6PC2	
6727	ENSG00000140319	SRP14	
5759	-	PTMAP2	
94033	ENSG00000181867	FTMT	
51334	ENSG00000184838	PRR16	
153163	ENSG00000250328	MGC32805	
133615	-	MRPS5P3	
402229	ENSG00000250405	LOC402229	
6219	ENSG00000197575	RPS17P2	
100505841	ENSG00000250803	LOC100505841	
115123	ENSG00000173926	MARCHF3	
153241	ENSG00000168944	CEP120	
2661	ENSG00000164404	GDF9	
644854	-	-	
9542	ENSG00000158458	NRG2	
728612	-	-	
401206	-	RPS25P6	
503583	-	ARGFXP1	
7320	ENSG00000119048	UBE2B	
8382	ENSG00000112981	NME5	
285605	ENSG00000169570	DTWD2	
28965	ENSG00000113396	SLC27A6	
1456	ENSG00000151292	CSNK1G3	
474341	-	SUMO1P5	
9509	ENSG00000087116; ENSG00000283802	ADAMTS2	
728711	-	-	
389320	ENSG00000196900	TEX43	
133629	ENSG00000244192	RPL11P2	
389322	ENSG00000250859	HNRNPKP1	
644873	ENSG00000245937	LINC01184	
613212	ENSG00000205279	CTXN3	
64	-	ACTBP4	
133619	ENSG00000164244	PRRC1	
65983	ENSG00000155324	GRAMD2B	
51397	ENSG00000145781	COMMD10	
337876	ENSG00000198108	CHSY3	
5515	ENSG00000113575	PPP2CA	
133923	ENSG00000164185	ZNF474	
728342	-	LINC00992	
57507	ENSG00000168916	ZNF608	
51808	ENSG00000164902	PHAX	
5229	ENSG00000164219	PGGT1B	
9604	ENSG00000013561	RNF14	
3562	ENSG00000164399	IL3	
340069	ENSG00000164334	FAM170A	
819	ENSG00000164615	CAMLG	
644659	-	HMGB1P22	
644100	ENSG00000268223	ARL14EPL	
644754	-	BOLA3P3	
206338	ENSG00000172901	LVRN	
644146	-	RPS14P8	
4762	ENSG00000181965	NEUROG1	
728586	ENSG00000230561	CCDC192	
391827	ENSG00000235275	KRT18P16	
391828	-	RPL28P3	
96459	ENSG00000217128	FNIP1	
391825	-	RPL23AP44	
134548	ENSG00000198944	SOWAHA	
391824	-	-	
57556	ENSG00000092421	SEMA6A	
133609	-	RPLP1P7	
401207	ENSG00000164241	C5orf63	
153443	ENSG00000151304	SRFBP1	
348958	-	LOC348958	
5480	ENSG00000168938	PPIC	
728682	-	-	
644557	-	-	
642452	-	-	
606500	-	SNORD68	
80058	-	-	
729942	-	-	
6137	ENSG00000167526	RPL13	
51693	ENSG00000167515	TRAPPC2L	
10328	ENSG00000131148	EMC8	
339145	ENSG00000153789	CIBAR2	
197320	ENSG00000170100	ZNF778	
4157	ENSG00000258839	MC1R	
2294	ENSG00000103241	FOXF1	
283861	-	-	
197196	ENSG00000179219	LINC00311	
401863	ENSG00000214259	RPL10AP12	
401864	-	LOC401864	
123872	ENSG00000154099	DNAAF1	
401865	ENSG00000243697	RPL7AP63	
400555	-	ZC3H18-AS1	
54849	ENSG00000140995	DEF8	
727949	-	-	
400553	ENSG00000205037	LOC400553	
84501	ENSG00000204991	SPIRE2	
729441	-	-	
161931	ENSG00000140955	ADAD2	
11105	ENSG00000126856	PRDM7	
400548	ENSG00000278214	LINC02139	
58189	ENSG00000103175	WFDC1	
9780	ENSG00000103335	PIEZO1	
348180	ENSG00000174177	CTU2	
79007	ENSG00000003249	DBNDD1	
763	ENSG00000174990	CA5A	
27189	ENSG00000124391	IL17C	
100289580	-	LOC100289580	
115992	ENSG00000158717	RNF166	
2588	ENSG00000141012	GALNS	
57707	ENSG00000140950	MEAK7	
9605	ENSG00000075399	VPS9D1	
728054	-	-	
22980	ENSG00000141002	TCF25	
750	ENSG00000221819	GAS8-AS1	
283860	ENSG00000180422	LINC00304	
124245	ENSG00000158545	ZC3H18	
729979	-	-	
27132	ENSG00000178773	CPNE7	
64779	ENSG00000103248	MTHFSD	
197331	ENSG00000261812	TUBB8P7	
2622	ENSG00000141013	GAS8	
172	ENSG00000223959	AFG3L1P	
339059	ENSG00000182376	LOC339059	
440390	ENSG00000232190	LINC02181	
146429	ENSG00000259803	SLC22A31	
728028	-	-	
5336	ENSG00000197943	PLCG2	
79791	ENSG00000103264	FBXO31	
619537	-	VV	
400550	ENSG00000268388	FENDRR	
353125	-	HDLC3	
729887	-	-	
6687	ENSG00000197912	SPG7	
57338	ENSG00000154118	JPH3	
197322	ENSG00000176715	ACSF3	
646365	-	-	
729519	-	-	
146513	ENSG00000268532	LINC02135	
9914	ENSG00000064270	ATP2C2	
81620	ENSG00000167513	CDT1	
390748	ENSG00000205022	PABPN1L	
123862	-	LOC123862	
81631	ENSG00000140941	MAP1LC3B	
29123	ENSG00000167522	ANKRD11	
79786	ENSG00000135686	KLHL36	
8558	ENSG00000185324	CDK10	
146512	ENSG00000280278	FLJ30679	
648774	-	LOC648774	
93107	ENSG00000168418	KCNG4	
2175	ENSG00000187741	FANCA	
1800	ENSG00000015413	DPEP1	
10381	ENSG00000258947	TUBB3	
727710	-	-	
92806	ENSG00000177946	CENPBD1	
23199	ENSG00000131149	GSE1	
642533	-	-	
8139	ENSG00000261609	GAN	
729508	-	-	
54971	ENSG00000172530	BANP	
729895	-	-	
54758	ENSG00000104731	KLHDC4	
23174	ENSG00000140948	ZCCHC14	
727903	-	-	
25894	ENSG00000196155	PLEKHG4	
123855	-	-	
9764	ENSG00000135709	KIAA0513	
161882	ENSG00000179588	ZFPM1	
92822	ENSG00000158805	ZNF276	
84627	ENSG00000225614	ZNF469	
400558	ENSG00000205015	LINC02138	
83716	ENSG00000103196	CRISPLD2	
26176	-	-	
654780	ENSG00000250685	LOC654780	
2300	ENSG00000176678	FOXL1	
23406	ENSG00000103187	COTL1	
197187	ENSG00000260630	SNAI3-AS1	
732275	ENSG00000168367	LINC00917	
730018	-	-	
1535	ENSG00000051523	CYBA	
333929	ENSG00000185669	SNAI3	
100134822	-	-	
83693	ENSG00000103160	HSDL1	
729464	-	-	
729924	-	-	
729922	-	-	
8720	ENSG00000140943	MBTPS1	
90990	ENSG00000167702	KIFC2	
137797	ENSG00000197353	LYPD2	
114	ENSG00000155897	ADCY8	
58500	ENSG00000196150	ZNF250	
594842	-	HAS2-AS1	
90987	ENSG00000278062; ENSG00000198169	ZNF251	
286101	-	ZNF252P	
66001	-	MLVI4	
4856	ENSG00000136999	CCN3	
51305	ENSG00000169427	KCNK9	
84948	ENSG00000278016; ENSG00000179886	TIGD5	
401480	-	-	
50807	ENSG00000153317	ASAP1	
50626	ENSG00000187954	CYHR1	
23237	ENSG00000198576	ARC	
23639	ENSG00000129295	LRRC6	
286109	-	-	
22882	ENSG00000178764	ZHX2	
375686	ENSG00000186583	SPATC1	
23167	ENSG00000132294	EFR3A	
84875	ENSG00000178685	PARP10	
54108	ENSG00000104472	CHRAC1	
90342	ENSG00000249715	FER1L5	
55039	ENSG00000183665	TRMT12	
10086	ENSG00000132297	HHLA1	
26233	ENSG00000182325; ENSG00000285442	FBXL6	
619460	-	-	
646338	-	-	
340385	ENSG00000197363	ZNF517	
114822	ENSG00000158106	RHPN1	
642574	ENSG00000203499	IQANK1	
23246	ENSG00000261236; ENSG00000285301	BOP1	
23513	ENSG00000274287; ENSG00000180900	SCRIB	
8928	ENSG00000160973	FOXH1	
8629	ENSG00000234616	JRK	
642658	ENSG00000260428	SCX	
575	ENSG00000181790	ADGRB1	
100288318	-	-	
9401	ENSG00000160957	RECQL4	
80728	ENSG00000147799	ARHGAP39	
9831	ENSG00000183309; ENSG00000276340	ZNF623	
729395	-	-	
157530	-	ST13P6	
100130448	-	MRS2P1	
4796	ENSG00000285453; ENSG00000160949	TONSL	
93594	ENSG00000156787	TBC1D31	
3260	-	HPV18I1	
729628	-	-	
642872	-	-	
442403	-	-	
157769	ENSG00000176853	FAM91A1	
727957	ENSG00000179832	MROH1	
286128	ENSG00000181638	ZFP41	
9684	ENSG00000160959	LRRC14	
7564	ENSG00000170631	ZNF16	
79581	ENSG00000185803; ENSG00000285112	SLC52A2	
2738	ENSG00000250571	GLI4	
3297	ENSG00000185122; ENSG00000284774	HSF1	
51236	ENSG00000235173	HGH1	
81858	ENSG00000179526	SHARPIN	
27085	ENSG00000172167	MTBP	
286053	ENSG00000156831	NSMCE2	
203054	ENSG00000173137; ENSG00000285451	ADCK5	
401475	ENSG00000224722	SRRM1P1	
93100	ENSG00000278488; ENSG00000147813	NAPRT	
728862	-	-	
116447	ENSG00000184428	TOP1MT	
441381	ENSG00000254402	LRRC24	
157381	ENSG00000249816	LINC00964	
727904	-	-	
1936	ENSG00000273594; ENSG00000104529	EEF1D	
22898	ENSG00000105339	DENND3	
65263	ENSG00000276657; ENSG00000104524	PYCR3	
113655	ENSG00000167700	MFSD3	
9897	ENSG00000164961	WASHC5	
8733	ENSG00000197858	GPAA1	
83696	ENSG00000167632	TRAPPC9	
728879	-	-	
80778	ENSG00000196378	ZNF34	
8581	ENSG00000167656	LY6D	
4062	ENSG00000274488; ENSG00000176956	LY6H	
700	-	BVR1	
414919	ENSG00000213563	C8orf82	
338005	ENSG00000270816	LINC00221	
286121	-	-	
100129885	-	-	
83481	ENSG00000261150	EPPK1	
286126	-	-	
79792	ENSG00000278718; ENSG00000104518	GSDMD	
54742	ENSG00000160886	LY6K	
729330	ENSG00000253117	OC90	
225689	ENSG00000274205; ENSG00000181085	MAPK15	
594840	ENSG00000248492	ZFAT-AS1	
137209	ENSG00000180938	ZNF572	
728071	-	-	
84232	ENSG00000179632	MAF1	
401478	-	LOC401478	
203062	ENSG00000171045	TSNARE1	
6482	ENSG00000008513	ST3GAL1	
51571	ENSG00000153310	CYRIB	
26873	ENSG00000178814	OPLAH	
728079	-	-	
729552	-	-	
728724	ENSG00000229140	LINC00977	
728033	-	-	
8667	ENSG00000147677	EIF3H	
83482	ENSG00000261678; ENSG00000284923	SCRT1	
100131992	-	-	
50968	-	FCMTE1	
648630	ENSG00000227473	TSSK5P	
5462	ENSG00000212993	POU5F1B	
169044	ENSG00000169436	COL22A1	
51337	ENSG00000130193	THEM6	
7553	ENSG00000147789	ZNF7	
286052	-	-	
83940	ENSG00000147687	TATDN1	
66004	ENSG00000180155	LYNX1	
11236	ENSG00000170881	RNF139	
340390	ENSG00000179698	WDR97	
8000	ENSG00000167653	PSCA	
340371	ENSG00000185189	NRBP2	
23144	ENSG00000282684; ENSG00000014164	ZC3H3	
360176	ENSG00000253495	CYCSP23	
79139	ENSG00000136986	DERL1	
442396	-	ARF1P3	
338328	ENSG00000277494	GPIHBP1	
84988	ENSG00000160972	PPP1R16A	
79943	ENSG00000185730	ZNF696	
6132	ENSG00000161016	RPL8	
169026	ENSG00000164756	SLC30A8	
2843	ENSG00000204882; ENSG00000275181	GPR20	
2765	ENSG00000104499	GML	
6873	ENSG00000064313	TAF2	
137196	ENSG00000229140	CCDC26	
286076	-	LINC02878	
65265	ENSG00000182307	C8orf33	
55093	ENSG00000156795	NTAQ1	
644660	ENSG00000253327	RAD21-AS1	
114907	ENSG00000156804	FBXO32	
389692	ENSG00000182759	MAFA	
157638	ENSG00000168672	LRATD2	
729563	-	-	
57210	ENSG00000022567	SLC45A4	
57152	ENSG00000126233	SLURP1	
8840	ENSG00000104415	CCN4	
